ul-eu-central-1,ul-us-west-1,ul-ap-northeast-1,dl-eu-central-1,dl-us-west-1,dl-ap-northeast-1
2.578554153442383,13.138628721237183,20.47026801109314,1.9767718315124512,8.686179637908936,13.168578863143921
