ul-eu-central-1,ul-us-west-1,ul-ap-northeast-1,dl-eu-central-1,dl-us-west-1,dl-ap-northeast-1
2.7216458320617676,15.980101108551025,19.1530601978302,1.9153389930725098,9.945886850357056,15.520467758178711
