ul-eu-central-1,ul-us-west-1,ul-ap-northeast-1,dl-eu-central-1,dl-us-west-1,dl-ap-northeast-1
3.2864880561828613,14.786789894104004,20.41603422164917,2.010504722595215,8.272142171859741,13.801351308822632
